JPK_V7,NazwaKatalogu,NazwaRodzaju,Nazwa_Dl.opis,Nazwa_Dl.opis_2,Nazwa_Dl.opis_3,Nazwa_Dl.opis_4,aktywny,cbazowa,cbazowawal,cenaa,cenab,cenac,cenad,flag,flagcen,id,info,jm,jmdef,kod,kontofk,marzaa,marzab,marzac,marzad,mpp,nazwa,negoc,negocjacjacen,nettoa,nettob,nettoc,nettod,odwrotneObc,przelit,przeljmdod1,przeljmdod2,przelkg,przeluz,stawkaVAT,subtyp,sww,typks,vat50,zaokrag,znacznik
GTU_13,\@Towary,Pozostała sprzedaz,Ciągnik samochodowy MAN, nr rej. SG 03298, nr podw,ozia: WMAF160632M192239, rok produkcji: 1995.,,,1,15000.0000,,15000.0000,15000.0000,15000.0000,15000.0000,0,15,65840,N,szt,0,Ciągnik samochodowy MAN, nr rej. SG 0329,,0.00,0.00,0.00,0.00,0,Ciągnik samochodowy MAN, nr rej. SG 0...,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0,,Towar,0,0,0
,\@Towary,Pozostała sprzedaz,Ciągnik samochodowy marki MAN TGX 26.440 6X2/2 BLS,; nr rej.: SG 9197S, nr podwozia: WMA24XZZ08W10999,6, rok produkcji: 2008.,,1,35000.0000,,35000.0000,35000.0000,35000.0000,43050.0000,0,15,65926,N,szt,0,Ciągnik samochodowy marki MAN TGX 26.440,,0.00,0.00,0.00,0.00,0,Ciągnik samochodowy marki MAN TGX 26....,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,0,,Towar,0,0,0
GTU_13,\@Towary,Pozostała sprzedaz,Ciągnik samochodowy marki SCANIA nr rej.: SG 93465,, nr podwozia: XLER4X20004374946, rok produkcji: 1,997.,,1,0.0000,,0.0000,0.0000,0.0000,0.0000,0,15,65868,N,szt,0,Ciągnik samochodowy marki SCANIA,,0.00,0.00,0.00,0.00,0,Ciągnik samochodowy marki SCANIA nr r...,N,0,1,1,1,0,0,0,1.0000,0.0000,0.0000,0.0000,0,0,,Towar,0,0,0
GTU_13,\@Towary,Pozostała sprzedaz,Ciągnik samochodowy RENAULT Magnum ET 440 19T, nr ,rej.: SG 71260, nr podwozia: VF611GTA000122547, ro,k produkcji: 2003.,,1,13000.0000,,13000.0000,13000.0000,13000.0000,13000.0000,0,15,65897,N,szt,0,Ciągnik samochodowy RENAULT Magnum,,0.00,0.00,0.00,0.00,0,Ciągnik samochodowy RENAULT Magnum ET...,N,0,1,1,1,0,0,0,1.0000,0.0000,0.0000,0.0000,0,0,,Towar,0,0,0
GTU_13,\@Towary,Sprzedaż usług,,,,,1,0.0000,,0.0000,0.0000,0.0000,0.0000,0,15,65856,N,km,0,Ciągnik siodłowy / km,702-2-2,0.00,0.00,0.00,0.00,0,Usługa transportowa ciągnikiem siodłowym,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,1,,Towar,0,0,0
,\@Towary,Sprzedaż usług,,,,,1,50.0000,,50.0000,50.0000,50.0000,61.5000,0,15,65713,N,godz,0,Czas rozładunku betonu,,0.00,0.00,0.00,0.00,0,Czas rozładunku betonu,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,0,1484,Towar,0,0,0
,\@Towary,Sprzedaż usług,,,,,1,4460.0000,,4460.0000,4460.0000,4460.0000,5485.8000,0,15,65543,N,szt,0,czynsz dzierżawny EKIERT,,0.00,0.00,0.00,0.00,0,czynsz dzierżawny za miesiąc,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,1,,Towar,0,0,0
,\@Towary,Sprzedaż usług,,,,,1,3000.0000,,3000.0000,3000.0000,3000.0000,3690.0000,0,15,65544,N,szt,0,czynsz dzierżawny FIL-BUD,,0.00,0.00,0.00,0.00,0,czynsz dzierżawny za miesiąc,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,1,,Towar,0,0,0
GTU_13,\@Towary,Sprzedaż Betonu,,,,,1,35.0000,,35.0000,35.0000,35.0000,43.0500,0,15,65701,N,m3,0,Dodatek za dowózkę betonu,702-2-2,0.00,0.00,0.00,0.00,0,Dopłata za dowóz betonu,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,0,1484,Towar,0,0,0
GTU_13,\@Towary,Sprzedaż usług,,,,,1,0.0000,,0.0000,0.0000,0.0000,0.0000,0,15,65918,N,km,0,Dojazd/zjazd sprzętu /h,,0.00,0.00,0.00,0.00,0,Dojazd/zjazd sprzętu,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,0,,Towar,0,0,0
,\@Towary,Pozostała sprzedaz,,,,,1,0.0000,,0.0000,0.0000,0.0000,0.0000,0,15,65835,N,t,0,Dolomit 60 - 120,,0.00,0.00,0.00,0.00,0,Dolomit 60-120 mm,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,0,,Towar,0,0,0
,\@Towary,Pozostała sprzedaz,Dopłata za czas rozładunku na budowie Dombud,,,,1,50.0000,,50.0000,50.0000,50.0000,61.5000,0,15,65770,N,godz,0,Dopłata za czas rozładunku na budowie Do,,0.00,0.00,0.00,0.00,0,Dopłata za czas rozładunku na budowie...,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,0,,Towar,0,0,0
GTU_13,\@Towary,Sprzedaż usług,,,,,1,200.0000,,200.0000,200.0000,200.0000,246.0000,0,15,65819,N,Ryczałt,0,Dopłata za dojazd,702-2-2,0.00,0.00,0.00,0.00,0,Dopłata za dojazd,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,1,,Towar,0,0,0
,\@Towary,Pozostała sprzedaz,,,,,1,120.0000,,120.0000,120.0000,120.0000,147.6000,0,15,65783,N,Ryczałt,0,Dopłata za dowózkę,702-2-2,0.00,0.00,0.00,0.00,0,Dopłata za dowózkę,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,0,,Towar,0,0,0
GTU_13,\@Towary,Sprzedaż usług,,,,,1,30.0000,,30.0000,30.0000,30.0000,36.9000,0,15,65743,N,m3,0,Dopłata za niepełną gruszkę,,0.00,0.00,0.00,0.00,0,Dopłata za niepełną gruszkę,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,0,,Towar,0,0,0
GTU_13,\@Towary,Sprzedaż Betonu,,,,,1,0.0000,,0.0000,0.0000,0.0000,0.0000,0,15,65927,N,szt,0,Dopłata za niepełną gruszkę / szt.,,0.00,0.00,0.00,0.00,0,Dopłata za niepełną gruszkę,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,0,,Towar,0,0,0
,\@Towary,Pozostała sprzedaz,,,,,1,150.0000,,150.0000,150.0000,150.0000,184.5000,0,15,65774,N,Ryczałt,0,Dopłata za wydłuż. czas rozład - ryczałt,702-2-2,0.00,0.00,0.00,0.00,0,Dopłata za wydłużony czas rozładunku,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,0,,Towar,0,0,0
,\@Towary,Pozostała sprzedaz,,,,,1,100.0000,,100.0000,100.0000,100.0000,123.0000,0,15,65749,N,godz,0,Dopłata za wydłużony czas rozładunku,702-2-2,0.00,0.00,0.00,0.00,0,Dopłata za wydłużony czas rozładunku,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,0,,Towar,0,0,0
,\@Towary,Pozostała sprzedaz,Opłata za energię elektryczną od  6.11.2007- 8.01.,2008 .,,,1,0.0000,,0.0000,0.0000,0.0000,0.0000,0,15,65592,N,szt,0,ENERGIA,,0.00,0.00,0.00,0.00,0,Opłata za energię elektryczną od 6.1...,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,1,,Towar,0,0,0
,\@Towary,Pozostała sprzedaz,,,,,1,209.4000,,209.4000,209.4000,209.4000,257.5600,0,15,65569,N,f-ra,0,Energia całodobowa,,0.00,0.00,0.00,0.00,0,Energia całodobowa,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,0,,Towar,0,0,0
,\@Towary,Pozostała sprzedaz,Garażowanie pojazdów na działce przy ul. Wschodnie,j 40 w Gliwicach,,,1,500.0000,,500.0000,500.0000,500.0000,615.0000,0,15,65945,N,szt,0,Garażowanie pojazdów,,0.00,0.00,0.00,0.00,0,Garażowanie pojazdów na działce przy ...,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,0,,Towar,0,0,0
,\@Towary,Sprzedaż usług,Kruszenie  gruzu  betonowego na terenie PTK ZNIUT ,sp. z o.o.  w  Dąbrowie Górniczej. Zlecenie Nr UM ,1111/2008 z dn.12.11.2008.Protokół z dn.15.12.2008, r.,1,12.0000,,12.0000,12.0000,12.0000,14.7600,0,15,65646,N,t,0,Gruz betonowy,702-2-3,0.00,0.00,0.00,0.00,0,Kruszenie gruzu betonowego na teren...,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,0,,Towar,0,0,0
,\@Towary,Sprzedaż usług,,,,,1,26.0000,,26.0000,26.0000,26.0000,31.9800,0,15,65611,N,kurs,0,Humus,,0.00,0.00,0.00,0.00,0,Humus,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,0,,Towar,0,0,0
,\@Towary,Sprzedaż usług,,,,,1,20.0000,,20.0000,20.0000,20.0000,24.6000,0,15,65751,N,t,0,Humus w t,,0.00,0.00,0.00,0.00,0,Humus,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,0,,Towar,0,0,0
GTU_13,\@Towary,Sprzedaż usług,Usługa transportowa samochodem ciężarowym IVECO 4-,osiowa wywrotka,,,1,0.0000,,0.0000,0.0000,0.0000,0.0000,0,15,65876,N,Ryczałt,0,IVECO / ryczałt,,0.00,0.00,0.00,0.00,0,Usługa transportowa samochodem ciężar...,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,0,,Towar,0,0,0
GTU_13,\@Towary,Sprzedaż usług,Usługa transportowa samochodem ciężarowym IVECO 4-,osiowa wywrotka,,,1,110.0000,,110.0000,110.0000,110.0000,135.3000,0,15,65549,N,godz,0,IVECO godz.,702-2-2,0.00,0.00,0.00,0.00,0,Usługa transportowa samochodem ciężar...,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,1,,Towar,0,0,0
GTU_13,\@Towary,Sprzedaż usług,Usługa transportowa samochodem ciężarowym IVECO 4-,osiowa wywrotka,,,1,0.0000,,0.0000,0.0000,0.0000,0.0000,0,15,65729,N,kurs,0,IVECO kursy,702-2-2,0.00,0.00,0.00,0.00,0,Usługa transportowa samochodem ciężar...,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,0,,Towar,0,0,0
,\@Towary,Pozostała sprzedaz,,,,,1,2000.0000,,2000.0000,2000.0000,2000.0000,2460.0000,0,15,65715,N,szt,0,Kabina - KAMAZ,,0.00,0.00,0.00,0.00,0,Kabina - KAMAZ,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,0,,Towar,0,0,0
GTU_13,\@Towary,Sprzedaż usług,,,,,1,400.0000,,400.0000,400.0000,400.0000,492.0000,0,15,65553,N,kurs,0,Kamaz,702-2-2,0.00,0.00,0.00,0.00,0,Kamaz,N,0,1,1,1,0,0,0,0.0000,0.0000,0.0000,0.0000,23.00,1,,Towar,0,0,0
